"","studentDist","studentTime","leader","ClustAlg","Catchment"
"1",3503,76.67,TRUE,"kNN",1
"2",3479,76.12,FALSE,"kNN",1
"3",3117,68.28,FALSE,"kNN",1
"4",3109,68.12,FALSE,"kNN",1
"5",2746,60.22,FALSE,"kNN",1
"6",2745,60.2,FALSE,"kNN",1
"7",2343,51.28,FALSE,"kNN",1
"8",1301,27.82,FALSE,"kNN",1
"9",3265,72,TRUE,"kNN",1
"10",3161,69.63,FALSE,"kNN",1
"11",3108,68.4,FALSE,"kNN",1
"12",3092,68.07,FALSE,"kNN",1
"13",2303,50.17,FALSE,"kNN",1
"14",1464,31.97,FALSE,"kNN",1
"15",1464,31.97,FALSE,"kNN",1
"16",1464,31.97,FALSE,"kNN",1
"17",2316,50.52,TRUE,"kNN",1
"18",2211,48.27,FALSE,"kNN",1
"19",1695,36.85,FALSE,"kNN",1
"20",1022,22.57,FALSE,"kNN",1
"21",747,16.38,FALSE,"kNN",1
"22",702,16.17,TRUE,"kNN",1
"23",679,15.77,FALSE,"kNN",1
"24",695,16.15,TRUE,"kNN",1
"25",597,13.92,FALSE,"kNN",1
"26",802,17.58,TRUE,"kNN",1
"27",794,17.4,FALSE,"kNN",1
"28",783,17.12,FALSE,"kNN",1
"29",731,16.03,FALSE,"kNN",1
"30",703,15.48,FALSE,"kNN",1
"31",3378,74,TRUE,"kMeans",1
"32",2746,60.22,FALSE,"kMeans",1
"33",2745,60.2,FALSE,"kMeans",1
"34",2343,51.28,FALSE,"kMeans",1
"35",1301,27.82,FALSE,"kMeans",1
"36",944,21.15,TRUE,"kMeans",1
"37",903,20.2,FALSE,"kMeans",1
"38",541,12.37,FALSE,"kMeans",1
"39",533,12.2,FALSE,"kMeans",1
"40",349,7.67,FALSE,"kMeans",1
"41",335,7.33,FALSE,"kMeans",1
"42",281,6.1,FALSE,"kMeans",1
"43",1185,25.23,TRUE,"kMeans",1
"44",1080,22.98,FALSE,"kMeans",1
"45",1003,21.2,FALSE,"kMeans",1
"46",979,20.65,FALSE,"kMeans",1
"47",945,19.85,FALSE,"kMeans",1
"48",934,19.57,FALSE,"kMeans",1
"49",548,11.33,FALSE,"kMeans",1
"50",3021,67.27,TRUE,"kMeans",1
"51",1464,31.97,FALSE,"kMeans",1
"52",1464,31.97,FALSE,"kMeans",1
"53",1464,31.97,FALSE,"kMeans",1
"54",1572,35.97,TRUE,"kMeans",1
"55",1012,22.47,FALSE,"kMeans",1
"56",737,16.28,FALSE,"kMeans",1
"57",628,13.68,FALSE,"kMeans",1
"58",1115,23.98,TRUE,"kMeans",1
"59",680,15.78,FALSE,"kMeans",1
"60",597,13.92,FALSE,"kMeans",1
"61",3075,67.65,TRUE,"Hier",1
"62",2303,50.17,FALSE,"Hier",1
"63",2179,47.57,FALSE,"Hier",1
"64",1464,31.97,FALSE,"Hier",1
"65",1464,31.97,FALSE,"Hier",1
"66",1464,31.97,FALSE,"Hier",1
"67",3396,74.42,TRUE,"Hier",1
"68",2746,60.23,FALSE,"Hier",1
"69",2745,60.22,FALSE,"Hier",1
"70",1301,27.82,FALSE,"Hier",1
"71",1276,27.75,TRUE,"Hier",1
"72",814,17.43,FALSE,"Hier",1
"73",461,9.8,FALSE,"Hier",1
"74",1768,40.12,TRUE,"Hier",1
"75",943,20.95,FALSE,"Hier",1
"76",890,19.72,FALSE,"Hier",1
"77",874,19.38,FALSE,"Hier",1
"78",658,14.85,FALSE,"Hier",1
"79",651,14.68,FALSE,"Hier",1
"80",314,6.85,FALSE,"Hier",1
"81",1310,28.75,TRUE,"Hier",1
"82",1279,28.27,FALSE,"Hier",1
"83",1196,26.4,FALSE,"Hier",1
"84",929,20.55,FALSE,"Hier",1
"85",852,18.77,FALSE,"Hier",1
"86",828,18.22,FALSE,"Hier",1
"87",794,17.42,FALSE,"Hier",1
"88",783,17.13,FALSE,"Hier",1
"89",1351,29.67,TRUE,"Hier",1
"90",476,10.22,FALSE,"Hier",1
"91",3378,74.02,TRUE,"Fuzzy",1
"92",2746,60.23,FALSE,"Fuzzy",1
"93",2745,60.22,FALSE,"Fuzzy",1
"94",1301,27.82,FALSE,"Fuzzy",1
"95",1362,29.85,TRUE,"Fuzzy",1
"96",1321,28.9,FALSE,"Fuzzy",1
"97",1175,25.57,FALSE,"Fuzzy",1
"98",1122,24.33,FALSE,"Fuzzy",1
"99",1106,24,FALSE,"Fuzzy",1
"100",890,19.47,FALSE,"Fuzzy",1
"101",805,17.47,FALSE,"Fuzzy",1
"102",461,9.8,FALSE,"Fuzzy",1
"103",1634,36.75,TRUE,"Fuzzy",1
"104",1012,22.47,FALSE,"Fuzzy",1
"105",737,16.28,FALSE,"Fuzzy",1
"106",628,13.68,FALSE,"Fuzzy",1
"107",703,16.18,TRUE,"Fuzzy",1
"108",680,15.78,FALSE,"Fuzzy",1
"109",597,13.92,FALSE,"Fuzzy",1
"110",3014,67.23,TRUE,"Fuzzy",1
"111",1464,31.97,FALSE,"Fuzzy",1
"112",1464,31.97,FALSE,"Fuzzy",1
"113",1464,31.97,FALSE,"Fuzzy",1
"114",1234,25.93,TRUE,"Fuzzy",1
"115",1205,25.32,FALSE,"Fuzzy",1
"116",1177,24.77,FALSE,"Fuzzy",1
"117",1080,22.98,FALSE,"Fuzzy",1
"118",945,19.85,FALSE,"Fuzzy",1
"119",934,19.57,FALSE,"Fuzzy",1
"120",548,11.33,FALSE,"Fuzzy",1
"121",882,19.47,TRUE,"kNN",2
"122",705,15.72,FALSE,"kNN",2
"123",698,15.55,FALSE,"kNN",2
"124",592,13.15,FALSE,"kNN",2
"125",497,11,TRUE,"kNN",2
"126",214,5,FALSE,"kNN",2
"127",584,13.03,TRUE,"kNN",2
"128",368,8.33,FALSE,"kNN",2
"129",193,4.37,FALSE,"kNN",2
"130",237,5.35,TRUE,"kNN",2
"131",220,4.98,FALSE,"kNN",2
"132",72,1.67,FALSE,"kNN",2
"133",1402,31.2,TRUE,"kNN",2
"134",1179,26.22,FALSE,"kNN",2
"135",1041,22.85,FALSE,"kNN",2
"136",1024,22.45,FALSE,"kNN",2
"137",528,11.65,FALSE,"kNN",2
"138",198,4.62,FALSE,"kNN",2
"139",887,19.37,TRUE,"kNN",2
"140",698,15.45,FALSE,"kNN",2
"141",583,13.02,FALSE,"kNN",2
"142",657,14.75,TRUE,"kNN",2
"143",550,12.43,FALSE,"kNN",2
"144",664,14.97,TRUE,"kNN",2
"145",439,9.33,FALSE,"kNN",2
"146",356,7.95,TRUE,"kNN",2
"147",182,4.02,FALSE,"kNN",2
"148",732,15.95,TRUE,"kNN",2
"149",538,12.12,FALSE,"kNN",2
"150",321,7.17,FALSE,"kNN",2
"151",745,16.62,TRUE,"kMeans",2
"152",420,9.58,FALSE,"kMeans",2
"153",198,4.62,FALSE,"kMeans",2
"154",595,13.28,TRUE,"kMeans",2
"155",339,7.7,FALSE,"kMeans",2
"156",72,1.67,FALSE,"kMeans",2
"157",1003,21.72,TRUE,"kMeans",2
"158",698,15.45,FALSE,"kMeans",2
"159",583,13.02,FALSE,"kMeans",2
"160",1093,23.82,TRUE,"kMeans",2
"161",532,11.7,FALSE,"kMeans",2
"162",856,19.13,TRUE,"kMeans",2
"163",546,12.05,FALSE,"kMeans",2
"164",321,7.17,FALSE,"kMeans",2
"165",262,5.88,FALSE,"kMeans",2
"166",566,12.47,TRUE,"kMeans",2
"167",67,1.5,FALSE,"kMeans",2
"168",1449,32.22,TRUE,"kMeans",2
"169",623,13.53,FALSE,"kMeans",2
"170",604,13.13,FALSE,"kMeans",2
"171",445,9.77,FALSE,"kMeans",2
"172",913,19.83,TRUE,"kMeans",2
"173",603,13.53,FALSE,"kMeans",2
"174",465,10.32,FALSE,"kMeans",2
"175",773,17.07,TRUE,"kMeans",2
"176",443,9.38,FALSE,"kMeans",2
"177",1496,32.72,TRUE,"kMeans",2
"178",705,15.72,FALSE,"kMeans",2
"179",698,15.55,FALSE,"kMeans",2
"180",592,13.15,FALSE,"kMeans",2
"181",882,19.47,TRUE,"Hier",2
"182",705,15.72,FALSE,"Hier",2
"183",698,15.55,FALSE,"Hier",2
"184",592,13.15,FALSE,"Hier",2
"185",715,15.83,TRUE,"Hier",2
"186",432,9.83,FALSE,"Hier",2
"187",210,4.87,FALSE,"Hier",2
"188",72,1.67,FALSE,"Hier",2
"189",421,9.17,TRUE,"Hier",2
"190",193,4.37,FALSE,"Hier",2
"191",366,8.3,TRUE,"Hier",2
"192",349,7.93,FALSE,"Hier",2
"193",182,4.02,FALSE,"Hier",2
"194",781,17.4,TRUE,"Hier",2
"195",439,9.33,FALSE,"Hier",2
"196",1611,35.65,TRUE,"Hier",2
"197",623,13.53,FALSE,"Hier",2
"198",604,13.13,FALSE,"Hier",2
"199",445,9.77,FALSE,"Hier",2
"200",1725,38.23,TRUE,"Hier",2
"201",532,11.7,FALSE,"Hier",2
"202",1302,28.28,TRUE,"Hier",2
"203",698,15.45,FALSE,"Hier",2
"204",583,13.02,FALSE,"Hier",2
"205",898,19.1,TRUE,"Hier",2
"206",603,13.53,FALSE,"Hier",2
"207",465,10.32,FALSE,"Hier",2
"208",418,9.15,TRUE,"Hier",2
"209",321,7.17,FALSE,"Hier",2
"210",262,5.88,FALSE,"Hier",2
"211",882,19.47,TRUE,"Fuzzy",2
"212",705,15.72,FALSE,"Fuzzy",2
"213",698,15.55,FALSE,"Fuzzy",2
"214",592,13.15,FALSE,"Fuzzy",2
"215",497,11,TRUE,"Fuzzy",2
"216",214,5,FALSE,"Fuzzy",2
"217",1383,30.07,TRUE,"Fuzzy",2
"218",1024,22.43,FALSE,"Fuzzy",2
"219",528,11.65,FALSE,"Fuzzy",2
"220",198,4.62,FALSE,"Fuzzy",2
"221",478,10.63,TRUE,"Fuzzy",2
"222",461,10.27,FALSE,"Fuzzy",2
"223",193,4.37,FALSE,"Fuzzy",2
"224",668,14.75,TRUE,"Fuzzy",2
"225",445,9.77,FALSE,"Fuzzy",2
"226",887,19.37,TRUE,"Fuzzy",2
"227",698,15.45,FALSE,"Fuzzy",2
"228",583,13.02,FALSE,"Fuzzy",2
"229",710,15.85,TRUE,"Fuzzy",2
"230",603,13.53,FALSE,"Fuzzy",2
"231",465,10.32,FALSE,"Fuzzy",2
"232",1129,25.02,TRUE,"Fuzzy",2
"233",904,19.38,FALSE,"Fuzzy",2
"234",627,13.55,FALSE,"Fuzzy",2
"235",608,13.15,FALSE,"Fuzzy",2
"236",356,7.95,TRUE,"Fuzzy",2
"237",182,4.02,FALSE,"Fuzzy",2
"238",418,9.15,TRUE,"Fuzzy",2
"239",321,7.17,FALSE,"Fuzzy",2
"240",262,5.88,FALSE,"Fuzzy",2
"241",346,8.2,TRUE,"kNN",3
"242",309,7.4,FALSE,"kNN",3
"243",303,7.25,FALSE,"kNN",3
"244",674,15.25,TRUE,"kNN",3
"245",507,11.45,FALSE,"kNN",3
"246",730,16.2,TRUE,"kNN",3
"247",673,14.98,FALSE,"kNN",3
"248",473,10.17,FALSE,"kNN",3
"249",181,4.38,FALSE,"kNN",3
"250",1103,22.75,TRUE,"kNN",3
"251",1068,21.97,FALSE,"kNN",3
"252",904,18.98,FALSE,"kNN",3
"253",723,15.08,FALSE,"kNN",3
"254",521,10.3,FALSE,"kNN",3
"255",660,13.27,TRUE,"kNN",3
"256",655,13.27,TRUE,"kNN",3
"257",636,12.82,FALSE,"kNN",3
"258",917,19.52,TRUE,"kNN",3
"259",849,18.18,FALSE,"kNN",3
"260",783,16.48,FALSE,"kNN",3
"261",781,16.42,FALSE,"kNN",3
"262",426,8.67,FALSE,"kNN",3
"263",373,7.73,FALSE,"kNN",3
"264",691,14.18,TRUE,"kNN",3
"265",575,12,FALSE,"kNN",3
"266",526,10.82,FALSE,"kNN",3
"267",497,10.18,FALSE,"kNN",3
"268",438,8.73,FALSE,"kNN",3
"269",416,8.17,FALSE,"kNN",3
"270",415,8.15,FALSE,"kNN",3
"271",346,8.2,TRUE,"kMeans",3
"272",309,7.4,FALSE,"kMeans",3
"273",303,7.25,FALSE,"kMeans",3
"274",514,11.77,TRUE,"kMeans",3
"275",392,9.15,FALSE,"kMeans",3
"276",181,4.38,FALSE,"kMeans",3
"277",903,20.28,TRUE,"kMeans",3
"278",645,14.17,FALSE,"kMeans",3
"279",507,11.45,FALSE,"kMeans",3
"280",1099,22.47,TRUE,"kMeans",3
"281",844,17.5,FALSE,"kMeans",3
"282",717,14.9,FALSE,"kMeans",3
"283",530,10.48,FALSE,"kMeans",3
"284",426,8.67,FALSE,"kMeans",3
"285",373,7.73,FALSE,"kMeans",3
"286",1427,29.9,TRUE,"kMeans",3
"287",809,17.17,FALSE,"kMeans",3
"288",655,13.27,TRUE,"kMeans",3
"289",636,12.82,FALSE,"kMeans",3
"290",390,7.9,TRUE,"kMeans",3
"291",376,7.53,FALSE,"kMeans",3
"292",374,7.47,FALSE,"kMeans",3
"293",284,5.7,FALSE,"kMeans",3
"294",691,14.18,TRUE,"kMeans",3
"295",575,12,FALSE,"kMeans",3
"296",526,10.82,FALSE,"kMeans",3
"297",497,10.18,FALSE,"kMeans",3
"298",438,8.73,FALSE,"kMeans",3
"299",416,8.17,FALSE,"kMeans",3
"300",415,8.15,FALSE,"kMeans",3
"301",346,8.2,TRUE,"Hier",3
"302",309,7.4,FALSE,"Hier",3
"303",303,7.25,FALSE,"Hier",3
"304",514,11.77,TRUE,"Hier",3
"305",392,9.15,FALSE,"Hier",3
"306",181,4.38,FALSE,"Hier",3
"307",903,20.28,TRUE,"Hier",3
"308",645,14.17,FALSE,"Hier",3
"309",507,11.45,FALSE,"Hier",3
"310",1099,22.47,TRUE,"Hier",3
"311",844,17.5,FALSE,"Hier",3
"312",717,14.9,FALSE,"Hier",3
"313",530,10.48,FALSE,"Hier",3
"314",426,8.67,FALSE,"Hier",3
"315",373,7.73,FALSE,"Hier",3
"316",1427,29.9,TRUE,"Hier",3
"317",809,17.17,FALSE,"Hier",3
"318",655,13.27,TRUE,"Hier",3
"319",636,12.82,FALSE,"Hier",3
"320",390,7.9,TRUE,"Hier",3
"321",376,7.53,FALSE,"Hier",3
"322",374,7.47,FALSE,"Hier",3
"323",284,5.7,FALSE,"Hier",3
"324",691,14.18,TRUE,"Hier",3
"325",575,12,FALSE,"Hier",3
"326",526,10.82,FALSE,"Hier",3
"327",497,10.18,FALSE,"Hier",3
"328",438,8.73,FALSE,"Hier",3
"329",416,8.17,FALSE,"Hier",3
"330",415,8.15,FALSE,"Hier",3
"331",346,8.2,TRUE,"Fuzzy",3
"332",309,7.4,FALSE,"Fuzzy",3
"333",303,7.25,FALSE,"Fuzzy",3
"334",842,18.88,TRUE,"Fuzzy",3
"335",645,14.17,FALSE,"Fuzzy",3
"336",507,11.45,FALSE,"Fuzzy",3
"337",449,10.37,TRUE,"Fuzzy",3
"338",392,9.15,FALSE,"Fuzzy",3
"339",181,4.38,FALSE,"Fuzzy",3
"340",844,17.95,TRUE,"Fuzzy",3
"341",809,17.17,FALSE,"Fuzzy",3
"342",1228,25.25,TRUE,"Fuzzy",3
"343",888,18.15,FALSE,"Fuzzy",3
"344",784,16.33,FALSE,"Fuzzy",3
"345",731,15.4,FALSE,"Fuzzy",3
"346",544,11.57,FALSE,"Fuzzy",3
"347",420,9.02,FALSE,"Fuzzy",3
"348",655,13.27,TRUE,"Fuzzy",3
"349",636,12.82,FALSE,"Fuzzy",3
"350",390,7.9,TRUE,"Fuzzy",3
"351",376,7.53,FALSE,"Fuzzy",3
"352",374,7.47,FALSE,"Fuzzy",3
"353",284,5.7,FALSE,"Fuzzy",3
"354",691,14.18,TRUE,"Fuzzy",3
"355",575,12,FALSE,"Fuzzy",3
"356",526,10.82,FALSE,"Fuzzy",3
"357",497,10.18,FALSE,"Fuzzy",3
"358",438,8.73,FALSE,"Fuzzy",3
"359",416,8.17,FALSE,"Fuzzy",3
"360",415,8.15,FALSE,"Fuzzy",3
"361",1669,36.63,TRUE,"kNN",4
"362",1611,35.37,FALSE,"kNN",4
"363",1425,31.28,FALSE,"kNN",4
"364",944,20.6,FALSE,"kNN",4
"365",338,7.12,FALSE,"kNN",4
"366",2214,48.55,TRUE,"kNN",4
"367",2092,45.87,FALSE,"kNN",4
"368",2007,44.02,FALSE,"kNN",4
"369",1881,40.98,FALSE,"kNN",4
"370",929,20.57,FALSE,"kNN",4
"371",713,15.58,FALSE,"kNN",4
"372",498,10.43,FALSE,"kNN",4
"373",280,5.78,FALSE,"kNN",4
"374",92,2.02,FALSE,"kNN",4
"375",2753,55.48,TRUE,"kNN",4
"376",2706,54.42,FALSE,"kNN",4
"377",2278,44.63,FALSE,"kNN",4
"378",1826,34.48,FALSE,"kNN",4
"379",1547,29.52,FALSE,"kNN",4
"380",3766,81.7,TRUE,"kNN",4
"381",2989,65.52,FALSE,"kNN",4
"382",2161,47.6,FALSE,"kNN",4
"383",1491,33.37,FALSE,"kNN",4
"384",1481,33.15,FALSE,"kNN",4
"385",1477,33.05,FALSE,"kNN",4
"386",1473,32.97,FALSE,"kNN",4
"387",1451,32.48,FALSE,"kNN",4
"388",792,18.32,FALSE,"kNN",4
"389",463,10.53,FALSE,"kNN",4
"390",266,5.8,FALSE,"kNN",4
"391",1931,42.22,TRUE,"kMeans",4
"392",1873,40.95,FALSE,"kMeans",4
"393",1687,36.87,FALSE,"kMeans",4
"394",1206,26.18,FALSE,"kMeans",4
"395",922,20.08,FALSE,"kMeans",4
"396",771,17.05,FALSE,"kMeans",4
"397",688,15.2,FALSE,"kMeans",4
"398",338,7.12,FALSE,"kMeans",4
"399",3321,73.65,TRUE,"kMeans",4
"400",2884,64.17,FALSE,"kMeans",4
"401",2651,59.18,FALSE,"kMeans",4
"402",2453,54.45,FALSE,"kMeans",4
"403",2256,49.72,FALSE,"kMeans",4
"404",1518,32.52,FALSE,"kMeans",4
"405",690,14.6,FALSE,"kMeans",4
"406",420,8.92,FALSE,"kMeans",4
"407",196,4.27,FALSE,"kMeans",4
"408",92,2.02,FALSE,"kMeans",4
"409",2753,55.48,TRUE,"kMeans",4
"410",2706,54.42,FALSE,"kMeans",4
"411",2278,44.63,FALSE,"kMeans",4
"412",1826,34.48,FALSE,"kMeans",4
"413",1547,29.52,FALSE,"kMeans",4
"414",2125,45.22,TRUE,"kMeans",4
"415",1280,28.68,FALSE,"kMeans",4
"416",1270,28.47,FALSE,"kMeans",4
"417",1266,28.37,FALSE,"kMeans",4
"418",1262,28.28,FALSE,"kMeans",4
"419",1240,27.8,FALSE,"kMeans",4
"420",581,13.63,FALSE,"kMeans",4
"421",1931,42.22,TRUE,"Hier",4
"422",1873,40.95,FALSE,"Hier",4
"423",1687,36.87,FALSE,"Hier",4
"424",1206,26.18,FALSE,"Hier",4
"425",922,20.08,FALSE,"Hier",4
"426",771,17.05,FALSE,"Hier",4
"427",688,15.2,FALSE,"Hier",4
"428",2018,44.88,TRUE,"Hier",4
"429",1743,38.5,FALSE,"Hier",4
"430",1474,32.88,FALSE,"Hier",4
"431",1370,30.63,FALSE,"Hier",4
"432",1130,25.47,FALSE,"Hier",4
"433",746,17.42,FALSE,"Hier",4
"434",449,10.6,FALSE,"Hier",4
"435",251,5.87,FALSE,"Hier",4
"436",2753,55.48,TRUE,"Hier",4
"437",2706,54.42,FALSE,"Hier",4
"438",2278,44.63,FALSE,"Hier",4
"439",1826,34.48,FALSE,"Hier",4
"440",1547,29.52,FALSE,"Hier",4
"441",3010,64.73,TRUE,"Hier",4
"442",2233,48.55,FALSE,"Hier",4
"443",1486,33.12,FALSE,"Hier",4
"444",1476,32.9,FALSE,"Hier",4
"445",1472,32.8,FALSE,"Hier",4
"446",1468,32.72,FALSE,"Hier",4
"447",1446,32.23,FALSE,"Hier",4
"448",915,20.2,FALSE,"Hier",4
"449",525,11,FALSE,"Hier",4
"450",255,5.32,FALSE,"Hier",4
"451",1931,42.22,TRUE,"Fuzzy",4
"452",1873,40.95,FALSE,"Fuzzy",4
"453",1687,36.87,FALSE,"Fuzzy",4
"454",1206,26.18,FALSE,"Fuzzy",4
"455",922,20.08,FALSE,"Fuzzy",4
"456",771,17.05,FALSE,"Fuzzy",4
"457",688,15.2,FALSE,"Fuzzy",4
"458",338,7.12,FALSE,"Fuzzy",4
"459",3321,73.65,TRUE,"Fuzzy",4
"460",2884,64.17,FALSE,"Fuzzy",4
"461",2651,59.18,FALSE,"Fuzzy",4
"462",2453,54.45,FALSE,"Fuzzy",4
"463",2256,49.72,FALSE,"Fuzzy",4
"464",1518,32.52,FALSE,"Fuzzy",4
"465",690,14.6,FALSE,"Fuzzy",4
"466",420,8.92,FALSE,"Fuzzy",4
"467",196,4.27,FALSE,"Fuzzy",4
"468",92,2.02,FALSE,"Fuzzy",4
"469",2753,55.48,TRUE,"Fuzzy",4
"470",2706,54.42,FALSE,"Fuzzy",4
"471",2278,44.63,FALSE,"Fuzzy",4
"472",1826,34.48,FALSE,"Fuzzy",4
"473",1547,29.52,FALSE,"Fuzzy",4
"474",2125,45.22,TRUE,"Fuzzy",4
"475",1280,28.68,FALSE,"Fuzzy",4
"476",1270,28.47,FALSE,"Fuzzy",4
"477",1266,28.37,FALSE,"Fuzzy",4
"478",1262,28.28,FALSE,"Fuzzy",4
"479",1240,27.8,FALSE,"Fuzzy",4
"480",581,13.63,FALSE,"Fuzzy",4
"481",1474,33.13,TRUE,"kNN",5
"482",1043,23.42,FALSE,"kNN",5
"483",945,21.22,FALSE,"kNN",5
"484",881,19.5,FALSE,"kNN",5
"485",1417,31.82,TRUE,"kNN",5
"486",1310,29.4,FALSE,"kNN",5
"487",682,14.35,TRUE,"kNN",5
"488",772,16.52,TRUE,"kNN",5
"489",725,15.42,TRUE,"kNN",5
"490",653,13.98,FALSE,"kNN",5
"491",529,11.38,FALSE,"kNN",5
"492",1819,39.87,TRUE,"kNN",5
"493",1697,37.12,FALSE,"kNN",5
"494",1500,32.75,FALSE,"kNN",5
"495",1307,28.5,FALSE,"kNN",5
"496",1080,23.62,FALSE,"kNN",5
"497",735,15.82,FALSE,"kNN",5
"498",1305,27.97,TRUE,"kNN",5
"499",1168,24.67,FALSE,"kNN",5
"500",519,12.28,FALSE,"kNN",5
"501",511,12.1,FALSE,"kNN",5
"502",160,3.77,FALSE,"kNN",5
"503",726,15.65,TRUE,"kNN",5
"504",1844,41.18,TRUE,"kNN",5
"505",1814,40.43,FALSE,"kNN",5
"506",1783,39.67,FALSE,"kNN",5
"507",1777,39.52,FALSE,"kNN",5
"508",1555,34.9,FALSE,"kNN",5
"509",1509,33.97,FALSE,"kNN",5
"510",1441,32.57,FALSE,"kNN",5
"511",1475,33.1,TRUE,"kMeans",5
"512",1044,23.38,FALSE,"kMeans",5
"513",946,21.18,FALSE,"kMeans",5
"514",882,19.47,FALSE,"kMeans",5
"515",781,16.98,FALSE,"kMeans",5
"516",1875,41.83,TRUE,"kMeans",5
"517",713,15.35,FALSE,"kMeans",5
"518",596,12.75,FALSE,"kMeans",5
"519",2851,62.77,TRUE,"kMeans",5
"520",1441,32.57,FALSE,"kMeans",5
"521",758,16.3,TRUE,"kMeans",5
"522",226,5.05,FALSE,"kMeans",5
"523",2686,59.38,TRUE,"kMeans",5
"524",1503,33.58,FALSE,"kMeans",5
"525",1496,33.43,FALSE,"kMeans",5
"526",1461,32.67,FALSE,"kMeans",5
"527",1310,29.4,FALSE,"kMeans",5
"528",614,13.85,TRUE,"kMeans",5
"529",160,3.77,FALSE,"kMeans",5
"530",1044,22.32,TRUE,"kMeans",5
"531",513,12.13,FALSE,"kMeans",5
"532",490,11.67,FALSE,"kMeans",5
"533",3068,67.95,TRUE,"kMeans",5
"534",1550,34.93,FALSE,"kMeans",5
"535",1504,34,FALSE,"kMeans",5
"536",1992,44.47,TRUE,"kMeans",5
"537",1279,28.23,FALSE,"kMeans",5
"538",840,18.67,FALSE,"kMeans",5
"539",643,14.42,FALSE,"kMeans",5
"540",446,10.05,FALSE,"kMeans",5
"541",1819,40.68,TRUE,"Hier",5
"542",1541,34.4,FALSE,"Hier",5
"543",1395,31.13,FALSE,"Hier",5
"544",1364,30.37,FALSE,"Hier",5
"545",1358,30.22,FALSE,"Hier",5
"546",1422,31.95,TRUE,"Hier",5
"547",1043,23.42,FALSE,"Hier",5
"548",945,21.22,FALSE,"Hier",5
"549",1646,35.63,TRUE,"Hier",5
"550",882,19.47,FALSE,"Hier",5
"551",781,16.98,FALSE,"Hier",5
"552",1339,29.28,TRUE,"Hier",5
"553",735,15.82,FALSE,"Hier",5
"554",725,15.42,TRUE,"Hier",5
"555",653,13.98,FALSE,"Hier",5
"556",529,11.38,FALSE,"Hier",5
"557",1074,23.5,TRUE,"Hier",5
"558",952,20.75,FALSE,"Hier",5
"559",755,16.38,FALSE,"Hier",5
"560",562,12.13,FALSE,"Hier",5
"561",609,13.8,TRUE,"Hier",5
"562",472,10.5,FALSE,"Hier",5
"563",160,3.77,FALSE,"Hier",5
"564",1483,31.07,TRUE,"Hier",5
"565",513,12.13,FALSE,"Hier",5
"566",490,11.67,FALSE,"Hier",5
"567",1695,37.83,TRUE,"Hier",5
"568",1555,34.9,FALSE,"Hier",5
"569",1509,33.97,FALSE,"Hier",5
"570",1441,32.57,FALSE,"Hier",5
"571",1475,33.1,TRUE,"Fuzzy",5
"572",1044,23.38,FALSE,"Fuzzy",5
"573",946,21.18,FALSE,"Fuzzy",5
"574",882,19.47,FALSE,"Fuzzy",5
"575",781,16.98,FALSE,"Fuzzy",5
"576",1648,36.82,TRUE,"Fuzzy",5
"577",1541,34.4,FALSE,"Fuzzy",5
"578",1395,31.13,FALSE,"Fuzzy",5
"579",1364,30.37,FALSE,"Fuzzy",5
"580",1358,30.22,FALSE,"Fuzzy",5
"581",1230,26.78,TRUE,"Fuzzy",5
"582",735,15.82,FALSE,"Fuzzy",5
"583",836,17.88,TRUE,"Fuzzy",5
"584",160,3.77,FALSE,"Fuzzy",5
"585",725,15.42,TRUE,"Fuzzy",5
"586",653,13.98,FALSE,"Fuzzy",5
"587",529,11.38,FALSE,"Fuzzy",5
"588",1074,23.5,TRUE,"Fuzzy",5
"589",952,20.75,FALSE,"Fuzzy",5
"590",755,16.38,FALSE,"Fuzzy",5
"591",562,12.13,FALSE,"Fuzzy",5
"592",1044,22.32,TRUE,"Fuzzy",5
"593",513,12.13,FALSE,"Fuzzy",5
"594",490,11.67,FALSE,"Fuzzy",5
"595",715,15.48,TRUE,"Fuzzy",5
"596",226,5.05,FALSE,"Fuzzy",5
"597",1695,37.83,TRUE,"Fuzzy",5
"598",1555,34.9,FALSE,"Fuzzy",5
"599",1509,33.97,FALSE,"Fuzzy",5
"600",1441,32.57,FALSE,"Fuzzy",5
"601",4864,99.53,TRUE,"kNN",6
"602",4431,91.47,FALSE,"kNN",6
"603",4338,89.72,FALSE,"kNN",6
"604",2903,58.08,FALSE,"kNN",6
"605",1211,23.93,FALSE,"kNN",6
"606",4592,95.52,TRUE,"kNN",6
"607",3564,72.65,FALSE,"kNN",6
"608",3358,67.87,FALSE,"kNN",6
"609",2393,46.57,FALSE,"kNN",6
"610",1485,28.5,FALSE,"kNN",6
"611",2043,43.8,TRUE,"kNN",6
"612",2035,43.63,FALSE,"kNN",6
"613",2022,43.35,FALSE,"kNN",6
"614",1983,42.47,FALSE,"kNN",6
"615",1417,29.62,FALSE,"kNN",6
"616",1183,24.32,FALSE,"kNN",6
"617",837,17.82,FALSE,"kNN",6
"618",807,17.18,FALSE,"kNN",6
"619",475,10.35,FALSE,"kNN",6
"620",459,9.97,FALSE,"kNN",6
"621",455,9.88,FALSE,"kNN",6
"622",401,8.6,FALSE,"kNN",6
"623",386,8.28,FALSE,"kNN",6
"624",726,16.2,TRUE,"kNN",6
"625",457,10.62,FALSE,"kNN",6
