"","studentDist","studentTime","leader","clusters","ClustAlg","Catchment"
"1535",586,13.47,FALSE,1,"Fuzzy",13
"1536",223,5.07,FALSE,1,"Fuzzy",13
"1537",1743,39.33,TRUE,2,"Fuzzy",13
"1538",1430,32.15,FALSE,2,"Fuzzy",13
"1539",1287,29.05,FALSE,2,"Fuzzy",13
"1540",1052,23.48,FALSE,2,"Fuzzy",13
"1541",872,19.52,FALSE,2,"Fuzzy",13
"1542",864,19.32,FALSE,2,"Fuzzy",13
"1543",803,18.05,FALSE,2,"Fuzzy",13
"1544",2355,52.95,TRUE,3,"Fuzzy",13
"1545",2189,49.32,FALSE,3,"Fuzzy",13
"1546",2069,46.47,FALSE,3,"Fuzzy",13
"1547",1951,43.57,FALSE,3,"Fuzzy",13
"1548",1835,41.02,FALSE,3,"Fuzzy",13
"1549",1673,37.42,FALSE,3,"Fuzzy",13
"1550",1671,37.35,FALSE,3,"Fuzzy",13
"1551",1602,35.68,FALSE,3,"Fuzzy",13
"1552",1286,28.82,FALSE,3,"Fuzzy",13
"1553",1102,24.48,FALSE,3,"Fuzzy",13
"1554",655,15.13,FALSE,3,"Fuzzy",13
"1555",321,7.4,FALSE,3,"Fuzzy",13
"1556",521,11.55,TRUE,4,"Fuzzy",13
"1557",508,11.22,FALSE,4,"Fuzzy",13
"1558",507,11.18,FALSE,4,"Fuzzy",13
"1559",487,10.7,FALSE,4,"Fuzzy",13
"1560",306,7.05,FALSE,4,"Fuzzy",13
"1561",996,22.2,TRUE,1,"kNN",14
"1562",961,21.43,FALSE,1,"kNN",14
"1563",925,20.55,FALSE,1,"kNN",14
"1564",727,16.37,FALSE,1,"kNN",14
"1565",322,7.13,FALSE,1,"kNN",14
"1566",525,11.35,TRUE,2,"kNN",14
"1567",513,11.2,TRUE,3,"kNN",14
"1568",280,6.25,FALSE,3,"kNN",14
"1569",980,21.92,TRUE,4,"kNN",14
"1570",507,11.38,FALSE,4,"kNN",14
"1571",933,20.75,TRUE,5,"kNN",14
"1572",932,20.72,FALSE,5,"kNN",14
"1573",861,19.08,FALSE,5,"kNN",14
"1574",789,17.47,FALSE,5,"kNN",14
"1575",1344,29.83,TRUE,6,"kNN",14
"1576",1227,27.17,FALSE,6,"kNN",14
"1577",1178,26.13,FALSE,6,"kNN",14
"1578",1028,22.53,FALSE,6,"kNN",14
"1579",972,21.05,FALSE,6,"kNN",14
"1580",925,19.97,FALSE,6,"kNN",14
"1581",916,19.75,FALSE,6,"kNN",14
"1582",658,14.62,FALSE,6,"kNN",14
"1583",544,12.12,FALSE,6,"kNN",14
"1584",194,4.45,FALSE,6,"kNN",14
"1585",879,19.75,TRUE,7,"kNN",14
"1586",877,19.7,FALSE,7,"kNN",14
"1587",874,19.63,FALSE,7,"kNN",14
"1588",865,19.45,FALSE,7,"kNN",14
"1589",792,17.72,FALSE,7,"kNN",14
"1590",713,15.98,FALSE,7,"kNN",14
"1591",1413,31.43,TRUE,1,"kMeans",14
"1592",1172,26.17,FALSE,1,"kMeans",14
"1593",1165,25.98,FALSE,1,"kMeans",14
"1594",1162,25.92,FALSE,1,"kMeans",14
"1595",1150,25.67,FALSE,1,"kMeans",14
"1596",1044,23.2,FALSE,1,"kMeans",14
"1597",974,21.58,FALSE,1,"kMeans",14
"1598",900,19.95,FALSE,1,"kMeans",14
"1599",507,11.38,FALSE,1,"kMeans",14
"1600",792,17.58,TRUE,2,"kMeans",14
"1601",521,11.73,FALSE,2,"kMeans",14
"1602",280,6.25,FALSE,2,"kMeans",14
"1603",1237,27.23,TRUE,3,"kMeans",14
"1604",812,17.83,FALSE,3,"kMeans",14
"1605",763,16.8,FALSE,3,"kMeans",14
"1606",613,13.2,FALSE,3,"kMeans",14
"1607",557,11.72,FALSE,3,"kMeans",14
"1608",510,10.63,FALSE,3,"kMeans",14
"1609",501,10.42,FALSE,3,"kMeans",14
"1610",1336,29.85,TRUE,4,"kMeans",14
"1611",413,9.22,FALSE,4,"kMeans",14
"1612",304,6.68,FALSE,4,"kMeans",14
"1613",961,21.48,TRUE,5,"kMeans",14
"1614",578,12.7,FALSE,5,"kMeans",14
"1615",542,11.82,FALSE,5,"kMeans",14
"1616",1926,43.07,TRUE,6,"kMeans",14
"1617",1010,22.72,FALSE,6,"kMeans",14
"1618",527,11.85,FALSE,6,"kMeans",14
"1619",946,21.15,TRUE,7,"kMeans",14
"1620",194,4.45,FALSE,7,"kMeans",14
"1621",796,17.68,TRUE,1,"Hier",14
"1622",761,16.92,FALSE,1,"Hier",14
"1623",725,16.03,FALSE,1,"Hier",14
"1624",527,11.85,FALSE,1,"Hier",14
"1625",777,17.02,TRUE,2,"Hier",14
"1626",194,4.45,FALSE,2,"Hier",14
"1627",782,17.37,TRUE,3,"Hier",14
"1628",521,11.73,FALSE,3,"Hier",14
"1629",280,6.25,FALSE,3,"Hier",14
"1630",1113,24.87,TRUE,4,"Hier",14
"1631",294,6.33,FALSE,4,"Hier",14
"1632",245,5.3,FALSE,4,"Hier",14
"1633",1667,37.12,TRUE,5,"Hier",14
"1634",519,10.82,FALSE,5,"Hier",14
"1635",509,10.6,FALSE,5,"Hier",14
"1636",454,9.52,FALSE,5,"Hier",14
"1637",377,8.03,FALSE,5,"Hier",14
"1638",2106,46.95,TRUE,6,"Hier",14
"1639",1268,28.33,FALSE,6,"Hier",14
"1640",1261,28.15,FALSE,6,"Hier",14
"1641",1258,28.08,FALSE,6,"Hier",14
"1642",1246,27.83,FALSE,6,"Hier",14
"1643",1173,26.1,FALSE,6,"Hier",14
"1644",1044,23.2,FALSE,6,"Hier",14
"1645",974,21.58,FALSE,6,"Hier",14
"1646",900,19.95,FALSE,6,"Hier",14
"1647",507,11.38,FALSE,6,"Hier",14
"1648",1403,31.52,TRUE,7,"Hier",14
"1649",411,9.18,FALSE,7,"Hier",14
"1650",304,6.68,FALSE,7,"Hier",14
"1651",1195,26.8,TRUE,1,"Fuzzy",14
"1652",1160,26.03,FALSE,1,"Fuzzy",14
"1653",1124,25.15,FALSE,1,"Fuzzy",14
"1654",926,20.97,FALSE,1,"Fuzzy",14
"1655",521,11.73,FALSE,1,"Fuzzy",14
"1656",280,6.25,FALSE,1,"Fuzzy",14
"1657",1325,29.42,TRUE,2,"Fuzzy",14
"1658",742,16.85,FALSE,2,"Fuzzy",14
"1659",411,9.18,FALSE,2,"Fuzzy",14
"1660",304,6.68,FALSE,2,"Fuzzy",14
"1661",719,15.73,TRUE,3,"Fuzzy",14
"1662",294,6.33,FALSE,3,"Fuzzy",14
"1663",245,5.3,FALSE,3,"Fuzzy",14
"1664",980,21.92,TRUE,4,"Fuzzy",14
"1665",507,11.38,FALSE,4,"Fuzzy",14
"1666",933,20.75,TRUE,5,"Fuzzy",14
"1667",932,20.72,FALSE,5,"Fuzzy",14
"1668",861,19.08,FALSE,5,"Fuzzy",14
"1669",789,17.47,FALSE,5,"Fuzzy",14
"1670",739,16.27,TRUE,6,"Fuzzy",14
"1671",519,10.82,FALSE,6,"Fuzzy",14
"1672",509,10.6,FALSE,6,"Fuzzy",14
"1673",454,9.52,FALSE,6,"Fuzzy",14
"1674",377,8.03,FALSE,6,"Fuzzy",14
"1675",879,19.75,TRUE,7,"Fuzzy",14
"1676",877,19.7,FALSE,7,"Fuzzy",14
"1677",874,19.63,FALSE,7,"Fuzzy",14
"1678",865,19.45,FALSE,7,"Fuzzy",14
"1679",792,17.72,FALSE,7,"Fuzzy",14
"1680",713,15.98,FALSE,7,"Fuzzy",14
"1681",1543,34.88,TRUE,1,"kNN",15
"1682",1520,34.32,FALSE,1,"kNN",15
"1683",1509,34.08,FALSE,1,"kNN",15
"1684",1470,33.18,FALSE,1,"kNN",15
"1685",679,14.38,FALSE,1,"kNN",15
"1686",774,18.2,TRUE,2,"kNN",15
"1687",626,15.12,FALSE,2,"kNN",15
"1688",4258,93.98,TRUE,3,"kNN",15
"1689",4017,88.93,FALSE,3,"kNN",15
"1690",3920,86.62,FALSE,3,"kNN",15
"1691",3646,80.5,FALSE,3,"kNN",15
"1692",2343,50.63,FALSE,3,"kNN",15
"1693",2276,49.13,FALSE,3,"kNN",15
"1694",1770,38.35,FALSE,3,"kNN",15
"1695",791,17.37,FALSE,3,"kNN",15
"1696",317,6.72,FALSE,3,"kNN",15
"1697",1007,23.62,TRUE,4,"kNN",15
"1698",848,19.48,FALSE,4,"kNN",15
"1699",818,19.15,TRUE,5,"kNN",15
"1700",763,18.22,FALSE,5,"kNN",15
"1701",1589,35.3,TRUE,6,"kNN",15
"1702",1449,32.55,FALSE,6,"kNN",15
"1703",1382,31.15,FALSE,6,"kNN",15
"1704",1304,29.57,FALSE,6,"kNN",15
"1705",1085,24.67,FALSE,6,"kNN",15
"1706",722,15.33,FALSE,6,"kNN",15
"1707",1581,33.87,TRUE,7,"kNN",15
"1708",1547,33.32,FALSE,7,"kNN",15
"1709",1511,32.32,FALSE,7,"kNN",15
"1710",1046,22.42,FALSE,7,"kNN",15
"1711",1886,43.22,TRUE,1,"kMeans",15
"1712",1168,26.9,FALSE,1,"kMeans",15
"1713",1093,24.95,FALSE,1,"kMeans",15
"1714",1029,23.37,FALSE,1,"kMeans",15
"1715",961,21.92,FALSE,1,"kMeans",15
"1716",727,16.75,FALSE,1,"kMeans",15
"1717",1956,44.28,TRUE,2,"kMeans",15
"1718",1443,32.32,FALSE,2,"kMeans",15
"1719",1346,30,FALSE,2,"kMeans",15
"1720",1072,23.88,FALSE,2,"kMeans",15
"1721",791,17.37,FALSE,2,"kMeans",15
"1722",317,6.72,FALSE,2,"kMeans",15
"1723",3339,73.72,TRUE,3,"kMeans",15
"1724",2461,53.72,FALSE,3,"kMeans",15
"1725",1993,42.93,FALSE,3,"kMeans",15
"1726",1926,41.43,FALSE,3,"kMeans",15
"1727",996,22.93,TRUE,4,"kMeans",15
"1728",890,21.02,FALSE,4,"kMeans",15
"1729",626,15.12,FALSE,4,"kMeans",15
"1730",2214,50.65,TRUE,5,"kMeans",15
"1731",1211,26.2,FALSE,5,"kMeans",15
"1732",840,18.07,FALSE,5,"kMeans",15
"1733",679,14.38,FALSE,5,"kMeans",15
"1734",1499,33.03,TRUE,6,"kMeans",15
"1735",1354,29.85,FALSE,6,"kMeans",15
"1736",1318,28.85,FALSE,6,"kMeans",15
"1737",1660,36.08,TRUE,7,"kMeans",15
"1738",427,10.2,FALSE,7,"kMeans",15
"1739",416,9.97,FALSE,7,"kMeans",15
"1740",377,9.07,FALSE,7,"kMeans",15
"1741",1047,24.2,TRUE,1,"Hier",15
"1742",317,6.72,FALSE,1,"Hier",15
"1743",1392,31.8,TRUE,2,"Hier",15
"1744",879,19.83,FALSE,2,"Hier",15
"1745",550,12.38,FALSE,2,"Hier",15
"1746",284,6.27,FALSE,2,"Hier",15
"1747",3534,77.63,TRUE,3,"Hier",15
"1748",2121,45.37,FALSE,3,"Hier",15
"1749",569,12.12,FALSE,3,"Hier",15
"1750",997,22.92,TRUE,4,"Hier",15
"1751",891,21,FALSE,4,"Hier",15
"1752",627,15.1,FALSE,4,"Hier",15
"1753",427,10.2,FALSE,4,"Hier",15
"1754",416,9.97,FALSE,4,"Hier",15
"1755",377,9.07,FALSE,4,"Hier",15
"1756",2600,58.03,TRUE,5,"Hier",15
"1757",2388,52.67,FALSE,5,"Hier",15
"1758",2313,50.72,FALSE,5,"Hier",15
"1759",2094,45.82,FALSE,5,"Hier",15
"1760",1867,40.6,FALSE,5,"Hier",15
"1761",1800,39.2,FALSE,5,"Hier",15
"1762",1547,33.32,FALSE,5,"Hier",15
"1763",1511,32.32,FALSE,5,"Hier",15
"1764",1046,22.42,FALSE,5,"Hier",15
"1765",4557,101.02,TRUE,6,"Hier",15
"1766",2327,50.72,FALSE,6,"Hier",15
"1767",1859,39.93,FALSE,6,"Hier",15
"1768",1362,29.97,TRUE,7,"Hier",15
"1769",840,18.07,FALSE,7,"Hier",15
"1770",679,14.38,FALSE,7,"Hier",15
"1771",450,10.77,TRUE,1,"Fuzzy",15
"1772",427,10.2,FALSE,1,"Fuzzy",15
"1773",416,9.97,FALSE,1,"Fuzzy",15
"1774",377,9.07,FALSE,1,"Fuzzy",15
"1775",1956,44.28,TRUE,2,"Fuzzy",15
"1776",1443,32.32,FALSE,2,"Fuzzy",15
"1777",1346,30,FALSE,2,"Fuzzy",15
"1778",1072,23.88,FALSE,2,"Fuzzy",15
"1779",791,17.37,FALSE,2,"Fuzzy",15
"1780",317,6.72,FALSE,2,"Fuzzy",15
"1781",3339,73.72,TRUE,3,"Fuzzy",15
"1782",2461,53.72,FALSE,3,"Fuzzy",15
"1783",1993,42.93,FALSE,3,"Fuzzy",15
"1784",1926,41.43,FALSE,3,"Fuzzy",15
"1785",2167,49.5,TRUE,4,"Fuzzy",15
"1786",1211,26.2,FALSE,4,"Fuzzy",15
"1787",840,18.07,FALSE,4,"Fuzzy",15
"1788",679,14.38,FALSE,4,"Fuzzy",15
"1789",945,21.95,TRUE,5,"Fuzzy",15
"1790",890,21.02,FALSE,5,"Fuzzy",15
"1791",626,15.12,FALSE,5,"Fuzzy",15
"1792",1404,31.28,TRUE,6,"Fuzzy",15
"1793",1264,28.53,FALSE,6,"Fuzzy",15
"1794",1197,27.13,FALSE,6,"Fuzzy",15
"1795",1119,25.55,FALSE,6,"Fuzzy",15
"1796",1022,23.6,FALSE,6,"Fuzzy",15
"1797",727,16.75,FALSE,6,"Fuzzy",15
"1798",1388,30.4,TRUE,7,"Fuzzy",15
"1799",1354,29.85,FALSE,7,"Fuzzy",15
"1800",1318,28.85,FALSE,7,"Fuzzy",15
"1801",793,17.12,TRUE,1,"kNN",16
"1802",881,19.02,TRUE,2,"kNN",16
"1803",618,13.38,FALSE,2,"kNN",16
"1804",1382,30.85,TRUE,3,"kNN",16
"1805",1122,25.38,FALSE,3,"kNN",16
"1806",920,20.73,FALSE,3,"kNN",16
"1807",650,14.62,FALSE,3,"kNN",16
"1808",427,9.8,FALSE,3,"kNN",16
"1809",250,5.93,FALSE,3,"kNN",16
"1810",628,13.85,TRUE,4,"kNN",16
"1811",359,8.03,FALSE,4,"kNN",16
"1812",451,9.72,TRUE,5,"kNN",16
"1813",569,12.47,TRUE,6,"kNN",16
"1814",518,11.15,FALSE,6,"kNN",16
"1815",476,10.67,TRUE,7,"kNN",16
"1816",458,10.27,FALSE,7,"kNN",16
"1817",438,9.78,TRUE,8,"kNN",16
"1818",415,9.3,FALSE,8,"kNN",16
"1819",745,16.27,TRUE,9,"kNN",16
"1820",703,15.28,FALSE,9,"kNN",16
"1821",635,13.75,FALSE,9,"kNN",16
"1822",530,11.42,FALSE,9,"kNN",16
"1823",436,9.58,TRUE,10,"kNN",16
"1824",412,8.98,FALSE,10,"kNN",16
"1825",691,15.5,TRUE,11,"kNN",16
"1826",509,11.5,FALSE,11,"kNN",16
"1827",404,9.18,FALSE,11,"kNN",16
"1828",324,7.28,FALSE,11,"kNN",16
"1829",140,3.03,FALSE,11,"kNN",16
"1830",134,2.88,FALSE,11,"kNN",16
"1831",1545,32.3,TRUE,1,"kMeans",16
"1832",473,10.63,FALSE,1,"kMeans",16
"1833",262,6.07,FALSE,1,"kMeans",16
"1834",881,19.02,TRUE,2,"kMeans",16
"1835",530,11.42,FALSE,2,"kMeans",16
"1836",1578,35.13,TRUE,3,"kMeans",16
"1837",618,13.38,FALSE,3,"kMeans",16
"1838",972,21.58,TRUE,4,"kMeans",16
"1839",412,8.98,FALSE,4,"kMeans",16
"1840",1264,27.8,TRUE,5,"kMeans",16
"1841",693,15.52,FALSE,5,"kMeans",16
"1842",650,14.55,FALSE,5,"kMeans",16
"1843",359,8.03,FALSE,5,"kMeans",16
"1844",1976,42.35,TRUE,6,"kMeans",16
"1845",741,16.65,FALSE,6,"kMeans",16
"1846",1475,32.72,TRUE,7,"kMeans",16
"1847",626,13.4,FALSE,7,"kMeans",16
"1848",546,11.72,FALSE,7,"kMeans",16
"1849",1668,36.42,TRUE,8,"kMeans",16
"1850",653,15.68,FALSE,8,"kMeans",16
"1851",1131,25.17,TRUE,9,"kMeans",16
"1852",750,17.02,FALSE,9,"kMeans",16
"1853",604,13.67,FALSE,9,"kMeans",16
"1854",517,11.77,FALSE,9,"kMeans",16
"1855",250,5.93,FALSE,9,"kMeans",16
"1856",518,11.38,TRUE,10,"kMeans",16
"1857",140,3.03,FALSE,10,"kMeans",16
"1858",134,2.88,FALSE,10,"kMeans",16
"1859",813,17.83,TRUE,11,"kMeans",16
"1860",518,11.15,FALSE,11,"kMeans",16
"1861",2044,43.18,TRUE,1,"Hier",16
"1862",741,16.65,FALSE,1,"Hier",16
"1863",2163,46.53,TRUE,2,"Hier",16
"1864",653,15.68,FALSE,2,"Hier",16
"1865",933,20.85,TRUE,3,"Hier",16
"1866",364,8.2,FALSE,3,"Hier",16
"1867",212,4.85,FALSE,3,"Hier",16
"1868",107,2.53,FALSE,3,"Hier",16
"1869",643,14.33,TRUE,4,"Hier",16
"1870",140,3.03,FALSE,4,"Hier",16
"1871",134,2.88,FALSE,4,"Hier",16
"1872",1029,22.55,TRUE,5,"Hier",16
"1873",458,10.27,FALSE,5,"Hier",16
"1874",415,9.3,FALSE,5,"Hier",16
"1875",955,20.97,TRUE,6,"Hier",16
"1876",262,6.08,FALSE,6,"Hier",16
"1877",1438,31.18,TRUE,7,"Hier",16
"1878",473,10.63,FALSE,7,"Hier",16
"1879",765,17.23,TRUE,8,"Hier",16
"1880",446,10.18,FALSE,8,"Hier",16
"1881",250,5.93,FALSE,8,"Hier",16
"1882",738,15.85,TRUE,9,"Hier",16
"1883",518,11.15,FALSE,9,"Hier",16
"1884",829,18.4,TRUE,10,"Hier",16
"1885",704,15.35,FALSE,10,"Hier",16
"1886",618,13.38,FALSE,10,"Hier",16
"1887",889,19.62,TRUE,11,"Hier",16
"1888",634,13.77,FALSE,11,"Hier",16
"1889",555,12.08,FALSE,11,"Hier",16
"1890",412,8.98,FALSE,11,"Hier",16
"1891",861,18.72,TRUE,1,"Fuzzy",16
"1892",530,11.42,FALSE,1,"Fuzzy",16
"1893",881,19.02,TRUE,2,"Fuzzy",16
"1894",618,13.38,FALSE,2,"Fuzzy",16
"1895",1205,26.87,TRUE,3,"Fuzzy",16
"1896",945,21.4,FALSE,3,"Fuzzy",16
"1897",743,16.75,FALSE,3,"Fuzzy",16
"1898",473,10.63,FALSE,3,"Fuzzy",16
"1899",715,16,TRUE,4,"Fuzzy",16
"1900",446,10.18,FALSE,4,"Fuzzy",16
"1901",250,5.93,FALSE,4,"Fuzzy",16
"1902",586,12.8,TRUE,5,"Fuzzy",16
"1903",340,7.78,FALSE,5,"Fuzzy",16
"1904",194,4.43,FALSE,5,"Fuzzy",16
"1905",107,2.53,FALSE,5,"Fuzzy",16
"1906",569,12.47,TRUE,6,"Fuzzy",16
"1907",518,11.15,FALSE,6,"Fuzzy",16
"1908",476,10.67,TRUE,7,"Fuzzy",16
"1909",458,10.27,FALSE,7,"Fuzzy",16
"1910",438,9.78,TRUE,8,"Fuzzy",16
"1911",415,9.3,FALSE,8,"Fuzzy",16
"1912",671,14.68,TRUE,9,"Fuzzy",16
"1913",629,13.7,FALSE,9,"Fuzzy",16
"1914",550,12.02,FALSE,9,"Fuzzy",16
"1915",436,9.58,TRUE,10,"Fuzzy",16
"1916",412,8.98,FALSE,10,"Fuzzy",16
"1917",801,17.62,TRUE,11,"Fuzzy",16
"1918",493,10.72,FALSE,11,"Fuzzy",16
"1919",487,10.57,FALSE,11,"Fuzzy",16
"1920",262,6.07,FALSE,11,"Fuzzy",16
"1921",975,21.3,TRUE,1,"kNN",17
"1922",810,17.58,FALSE,1,"kNN",17
"1923",491,11.5,FALSE,1,"kNN",17
"1924",847,18.62,TRUE,2,"kNN",17
"1925",846,18.6,FALSE,2,"kNN",17
"1926",843,18.53,FALSE,2,"kNN",17
"1927",748,16.85,FALSE,2,"kNN",17
"1928",721,16.75,TRUE,3,"kNN",17
"1929",949,20.62,TRUE,4,"kNN",17
"1930",943,20.5,TRUE,5,"kNN",17
"1931",1099,23.88,TRUE,6,"kNN",17
"1932",726,16.2,FALSE,6,"kNN",17
"1933",611,13.57,FALSE,6,"kNN",17
"1934",494,11.15,FALSE,6,"kNN",17
"1935",421,9.45,FALSE,6,"kNN",17
"1936",322,7.22,FALSE,6,"kNN",17
"1937",248,5.52,FALSE,6,"kNN",17
"1938",727,15.68,TRUE,7,"kNN",17
"1939",520,11.15,FALSE,7,"kNN",17
"1940",1265,27.68,TRUE,8,"kNN",17
"1941",1191,26.08,FALSE,8,"kNN",17
"1942",736,15.98,FALSE,8,"kNN",17
"1943",727,15.77,FALSE,8,"kNN",17
"1944",625,14.42,TRUE,9,"kNN",17
"1945",986,21.32,TRUE,10,"kNN",17
"1946",898,19.42,FALSE,10,"kNN",17
"1947",841,18.15,FALSE,10,"kNN",17
"1948",809,17.53,FALSE,10,"kNN",17
"1949",766,16.45,FALSE,10,"kNN",17
"1950",700,14.98,FALSE,10,"kNN",17
"1951",603,13.87,TRUE,1,"kMeans",17
"1952",503,11.67,FALSE,1,"kMeans",17
"1953",1049,22.5,TRUE,2,"kMeans",17
"1954",834,18.17,FALSE,2,"kMeans",17
"1955",802,17.55,FALSE,2,"kMeans",17
"1956",848,18.63,TRUE,3,"kMeans",17
"1957",846,18.6,FALSE,3,"kMeans",17
"1958",843,18.53,FALSE,3,"kMeans",17
"1959",748,16.85,FALSE,3,"kMeans",17
"1960",1251,27.05,TRUE,4,"kMeans",17
"1961",766,17.4,FALSE,4,"kMeans",17
"1962",1215,24.42,TRUE,5,"kMeans",17
"1963",740,15.93,FALSE,5,"kMeans",17
"1964",872,18.62,TRUE,6,"kMeans",17
"1965",616,13.57,FALSE,6,"kMeans",17
"1966",498,10.93,FALSE,6,"kMeans",17
"1967",1704,34.03,TRUE,7,"kMeans",17
"1968",766,16.45,FALSE,7,"kMeans",17
"1969",700,14.98,FALSE,7,"kMeans",17
"1970",911,19.67,TRUE,8,"kMeans",17
"1971",494,11.15,FALSE,8,"kMeans",17
"1972",421,9.45,FALSE,8,"kMeans",17
"1973",322,7.22,FALSE,8,"kMeans",17
"1974",248,5.52,FALSE,8,"kMeans",17
"1975",2179,48.33,TRUE,9,"kMeans",17
"1976",1191,26.08,FALSE,9,"kMeans",17
"1977",736,15.98,FALSE,9,"kMeans",17
"1978",727,15.77,FALSE,9,"kMeans",17
"1979",1374,30.08,TRUE,10,"kMeans",17
"1980",520,11.15,FALSE,10,"kMeans",17
"1981",998,21.6,TRUE,1,"Hier",17
"1982",839,18.45,FALSE,1,"Hier",17
"1983",719,16.7,FALSE,1,"Hier",17
"1984",716,16.63,FALSE,1,"Hier",17
"1985",1621,35.05,TRUE,2,"Hier",17
"1986",520,11.15,FALSE,2,"Hier",17
"1987",1207,25.9,TRUE,3,"Hier",17
"1988",384,8.3,FALSE,3,"Hier",17
"1989",267,5.88,FALSE,3,"Hier",17
"1990",1704,36.57,TRUE,4,"Hier",17
"1991",498,10.93,FALSE,4,"Hier",17
"1992",1245,26.93,TRUE,5,"Hier",17
"1993",766,17.4,FALSE,5,"Hier",17
"1994",470,10.3,TRUE,6,"Hier",17
"1995",248,5.52,FALSE,6,"Hier",17
"1996",1340,28.9,TRUE,7,"Hier",17
"1997",491,11.5,FALSE,7,"Hier",17
"1998",1265,27.68,TRUE,8,"Hier",17
"1999",1191,26.08,FALSE,8,"Hier",17
"2000",736,15.98,FALSE,8,"Hier",17
"2001",727,15.77,FALSE,8,"Hier",17
"2002",793,17.47,TRUE,9,"Hier",17
"2003",294,6.42,FALSE,9,"Hier",17
"2004",194,4.18,FALSE,9,"Hier",17
"2005",986,21.32,TRUE,10,"Hier",17
"2006",898,19.42,FALSE,10,"Hier",17
"2007",841,18.15,FALSE,10,"Hier",17
"2008",809,17.53,FALSE,10,"Hier",17
"2009",766,16.45,FALSE,10,"Hier",17
"2010",700,14.98,FALSE,10,"Hier",17
"2011",603,13.87,TRUE,1,"Fuzzy",17
"2012",503,11.67,FALSE,1,"Fuzzy",17
"2013",720,16.72,TRUE,2,"Fuzzy",17
"2014",719,16.7,FALSE,2,"Fuzzy",17
"2015",716,16.63,FALSE,2,"Fuzzy",17
"2016",847,18.63,TRUE,3,"Fuzzy",17
"2017",748,16.85,FALSE,3,"Fuzzy",17
"2018",1379,28.03,TRUE,4,"Fuzzy",17
"2019",766,16.45,FALSE,4,"Fuzzy",17
"2020",700,14.98,FALSE,4,"Fuzzy",17
"2021",1245,26.93,TRUE,5,"Fuzzy",17
"2022",766,17.4,FALSE,5,"Fuzzy",17
"2023",872,18.62,TRUE,6,"Fuzzy",17
"2024",499,10.93,FALSE,6,"Fuzzy",17
"2025",384,8.3,FALSE,6,"Fuzzy",17
"2026",267,5.88,FALSE,6,"Fuzzy",17
"2027",727,15.68,TRUE,7,"Fuzzy",17
"2028",520,11.15,FALSE,7,"Fuzzy",17
"2029",1265,27.68,TRUE,8,"Fuzzy",17
"2030",1191,26.08,FALSE,8,"Fuzzy",17
"2031",736,15.98,FALSE,8,"Fuzzy",17
"2032",727,15.77,FALSE,8,"Fuzzy",17
"2033",803,17.8,TRUE,9,"Fuzzy",17
"2034",374,8.12,FALSE,9,"Fuzzy",17
"2035",294,6.42,FALSE,9,"Fuzzy",17
"2036",194,4.18,FALSE,9,"Fuzzy",17
"2037",828,17.83,TRUE,10,"Fuzzy",17
"2038",827,17.82,FALSE,10,"Fuzzy",17
"2039",794,17.2,FALSE,10,"Fuzzy",17
"2040",740,15.93,FALSE,10,"Fuzzy",17
"2041",1610,34.35,TRUE,1,"kNN",18
"2042",1350,28.28,FALSE,1,"kNN",18
"2043",1112,22.9,FALSE,1,"kNN",18
"2044",869,17.82,FALSE,1,"kNN",18
"2045",792,16.18,FALSE,1,"kNN",18
"2046",1046,22.47,TRUE,2,"kNN",18
"2047",933,19.87,FALSE,2,"kNN",18
"2048",590,12.38,FALSE,2,"kNN",18
"2049",2206,46.95,TRUE,3,"kNN",18
"2050",2179,46.28,FALSE,3,"kNN",18
"2051",1813,38.33,FALSE,3,"kNN",18
"2052",886,19.1,FALSE,3,"kNN",18
"2053",432,8.85,FALSE,3,"kNN",18
"2054",155,3.12,FALSE,3,"kNN",18
"2055",1454,31.97,TRUE,4,"kNN",18
"2056",1018,22.52,FALSE,4,"kNN",18
"2057",1012,22.35,FALSE,4,"kNN",18
"2058",722,15.7,FALSE,4,"kNN",18
"2059",648,13.95,FALSE,4,"kNN",18
"2060",1794,40.42,TRUE,5,"kNN",18
"2061",1631,36.77,FALSE,5,"kNN",18
"2062",1299,30.05,FALSE,5,"kNN",18
"2063",898,20.48,FALSE,5,"kNN",18
"2064",801,18.37,FALSE,5,"kNN",18
"2065",714,16.23,FALSE,5,"kNN",18
"2066",557,12.65,FALSE,5,"kNN",18
"2067",455,10.43,FALSE,5,"kNN",18
"2068",1361,28.5,TRUE,6,"kNN",18
"2069",871,18.35,FALSE,6,"kNN",18
"2070",1310,27.45,TRUE,7,"kNN",18
"2071",1531,33,TRUE,1,"kMeans",18
"2072",1281,27.25,FALSE,1,"kMeans",18
"2073",1042,21.87,FALSE,1,"kMeans",18
"2074",804,16.82,FALSE,1,"kMeans",18
"2075",2816,61.25,TRUE,2,"kMeans",18
"2076",1993,44.42,FALSE,2,"kMeans",18
"2077",1344,30.98,FALSE,2,"kMeans",18
"2078",1067,24.27,FALSE,2,"kMeans",18
"2079",820,18.6,FALSE,2,"kMeans",18
"2080",723,16.48,FALSE,2,"kMeans",18
"2081",636,14.35,FALSE,2,"kMeans",18
"2082",455,10.43,FALSE,2,"kMeans",18
"2083",991,21.72,TRUE,3,"kMeans",18
"2084",590,12.38,FALSE,3,"kMeans",18
"2085",2902,62.98,TRUE,4,"kMeans",18
