"","studentDist","studentTime","leader","clusters","ClustAlg","Catchment"
"1",670,14.45,TRUE,1,"kNN",1
"2",545,11.7,FALSE,1,"kNN",1
"3",521,11.2,FALSE,1,"kNN",1
"4",1103,24.08,TRUE,2,"kNN",1
"5",814,17.83,FALSE,2,"kNN",1
"6",484,10.37,TRUE,3,"kNN",1
"7",708,15.8,TRUE,4,"kNN",1
"8",606,13.65,FALSE,4,"kNN",1
"9",322,7.03,FALSE,4,"kNN",1
"10",493,11.07,TRUE,5,"kNN",1
"11",545,12.32,TRUE,6,"kNN",1
"12",780,17.45,TRUE,7,"kNN",1
"13",652,14.45,FALSE,7,"kNN",1
"14",580,12.77,FALSE,7,"kNN",1
"15",204,4.77,FALSE,7,"kNN",1
"16",887,19.83,TRUE,8,"kNN",1
"17",697,15.55,FALSE,8,"kNN",1
"18",539,12.1,FALSE,8,"kNN",1
"19",1132,24.98,TRUE,9,"kNN",1
"20",1129,24.92,FALSE,9,"kNN",1
"21",1107,24.53,FALSE,9,"kNN",1
"22",1003,22.1,FALSE,9,"kNN",1
"23",801,17.67,FALSE,9,"kNN",1
"24",759,16.67,FALSE,9,"kNN",1
"25",713,15.67,FALSE,9,"kNN",1
"26",643,15.02,TRUE,10,"kNN",1
"27",638,14.87,FALSE,10,"kNN",1
"28",683,15.85,TRUE,11,"kNN",1
"29",681,15.82,FALSE,11,"kNN",1
"30",679,15.77,FALSE,11,"kNN",1
"31",1421,31.45,TRUE,1,"kMeans",1
"32",579,13.5,FALSE,1,"kMeans",1
"33",2139,47.05,TRUE,2,"kMeans",1
"34",801,17.67,FALSE,2,"kMeans",1
"35",759,16.67,FALSE,2,"kMeans",1
"36",713,15.67,FALSE,2,"kMeans",1
"37",1746,38.57,TRUE,3,"kMeans",1
"38",631,14,FALSE,3,"kMeans",1
"39",1437,31.72,TRUE,4,"kMeans",1
"40",539,12.1,FALSE,4,"kMeans",1
"41",787,17.9,TRUE,5,"kMeans",1
"42",605,13.65,FALSE,5,"kMeans",1
"43",321,7.03,FALSE,5,"kMeans",1
"44",283,6.13,FALSE,5,"kMeans",1
"45",1841,40.8,TRUE,6,"kMeans",1
"46",684,15.88,FALSE,6,"kMeans",1
"47",681,15.83,FALSE,6,"kMeans",1
"48",1818,40.08,TRUE,7,"kMeans",1
"49",638,14.87,FALSE,7,"kMeans",1
"50",1112,24.2,TRUE,8,"kMeans",1
"51",647,14.9,FALSE,8,"kMeans",1
"52",625,14.52,FALSE,8,"kMeans",1
"53",1747,39.35,TRUE,9,"kMeans",1
"54",1109,24.38,FALSE,9,"kMeans",1
"55",804,17.73,FALSE,9,"kMeans",1
"56",515,11.22,FALSE,9,"kMeans",1
"57",1327,30.57,TRUE,10,"kMeans",1
"58",339,7.43,FALSE,10,"kMeans",1
"59",999,22.88,TRUE,11,"kMeans",1
"60",204,4.77,FALSE,11,"kMeans",1
"61",1132,25.23,TRUE,1,"Hier",1
"62",283,6.13,FALSE,1,"Hier",1
"63",1886,41.7,TRUE,2,"Hier",1
"64",631,14,FALSE,2,"Hier",1
"65",991,22,TRUE,3,"Hier",1
"66",339,7.43,FALSE,3,"Hier",1
"67",772,17.05,TRUE,4,"Hier",1
"68",204,4.77,FALSE,4,"Hier",1
"69",1642,36.78,TRUE,5,"Hier",1
"70",579,13.5,FALSE,5,"Hier",1
"71",1435,31.62,TRUE,6,"Hier",1
"72",539,12.1,FALSE,6,"Hier",1
"73",1466,32.67,TRUE,7,"Hier",1
"74",545,11.7,FALSE,7,"Hier",1
"75",521,11.2,FALSE,7,"Hier",1
"76",1342,30.13,TRUE,8,"Hier",1
"77",728,16.2,FALSE,8,"Hier",1
"78",429,9.58,FALSE,8,"Hier",1
"79",1080,24.07,TRUE,9,"Hier",1
"80",801,17.67,FALSE,9,"Hier",1
"81",759,16.67,FALSE,9,"Hier",1
"82",713,15.67,FALSE,9,"Hier",1
"83",722,16.17,TRUE,10,"Hier",1
"84",704,15.92,FALSE,10,"Hier",1
"85",701,15.87,FALSE,10,"Hier",1
"86",679,15.42,FALSE,10,"Hier",1
"87",642,14.68,FALSE,10,"Hier",1
"88",640,14.65,FALSE,10,"Hier",1
"89",1704,38.6,TRUE,11,"Hier",1
"90",814,17.83,FALSE,11,"Hier",1
"91",670,14.45,TRUE,1,"Fuzzy",1
"92",545,11.7,FALSE,1,"Fuzzy",1
"93",521,11.2,FALSE,1,"Fuzzy",1
"94",1103,24.08,TRUE,2,"Fuzzy",1
"95",814,17.83,FALSE,2,"Fuzzy",1
"96",1746,38.57,TRUE,3,"Fuzzy",1
"97",631,14,FALSE,3,"Fuzzy",1
"98",708,15.8,TRUE,4,"Fuzzy",1
"99",606,13.65,FALSE,4,"Fuzzy",1
"100",322,7.03,FALSE,4,"Fuzzy",1
"101",661,14.42,TRUE,5,"Fuzzy",1
"102",204,4.77,FALSE,5,"Fuzzy",1
"103",561,12.68,TRUE,6,"Fuzzy",1
"104",283,6.13,FALSE,6,"Fuzzy",1
"105",467,10.43,TRUE,7,"Fuzzy",1
"106",339,7.43,FALSE,7,"Fuzzy",1
"107",1074,23.63,TRUE,8,"Fuzzy",1
"108",801,17.67,FALSE,8,"Fuzzy",1
"109",759,16.67,FALSE,8,"Fuzzy",1
"110",713,15.67,FALSE,8,"Fuzzy",1
"111",693,16.08,TRUE,9,"Fuzzy",1
"112",579,13.5,FALSE,9,"Fuzzy",1
"113",853,19.28,TRUE,10,"Fuzzy",1
"114",539,12.1,FALSE,10,"Fuzzy",1
"115",703,15.88,TRUE,11,"Fuzzy",1
"116",701,15.85,FALSE,11,"Fuzzy",1
"117",699,15.8,FALSE,11,"Fuzzy",1
"118",679,15.42,FALSE,11,"Fuzzy",1
"119",642,14.68,FALSE,11,"Fuzzy",1
"120",640,14.65,FALSE,11,"Fuzzy",1
"121",870,19.1,TRUE,1,"kNN",2
"122",788,17.47,FALSE,1,"kNN",2
"123",711,15.75,FALSE,1,"kNN",2
"124",538,12.08,FALSE,1,"kNN",2
"125",1704,37.08,TRUE,2,"kNN",2
"126",1415,30.87,FALSE,2,"kNN",2
"127",830,18.37,FALSE,2,"kNN",2
"128",703,15.35,FALSE,2,"kNN",2
"129",346,7.55,FALSE,2,"kNN",2
"130",466,10.37,TRUE,3,"kNN",2
"131",940,21.13,TRUE,4,"kNN",2
"132",874,19.65,FALSE,4,"kNN",2
"133",721,15.97,FALSE,4,"kNN",2
"134",307,7.1,FALSE,4,"kNN",2
"135",1184,25.1,TRUE,5,"kNN",2
"136",1142,24.15,FALSE,5,"kNN",2
"137",739,16.53,FALSE,5,"kNN",2
"138",502,11.07,FALSE,5,"kNN",2
"139",344,7.38,FALSE,5,"kNN",2
"140",547,12.1,TRUE,6,"kNN",2
"141",449,10.15,TRUE,7,"kNN",2
"142",262,5.97,FALSE,7,"kNN",2
"143",99,2.17,FALSE,7,"kNN",2
"144",857,18.85,TRUE,8,"kNN",2
"145",608,13.7,FALSE,8,"kNN",2
"146",294,6.37,FALSE,8,"kNN",2
"147",1049,22.85,TRUE,9,"kNN",2
"148",796,17.98,FALSE,9,"kNN",2
"149",712,16.33,FALSE,9,"kNN",2
"150",517,11.92,TRUE,10,"kNN",2
"151",612,13.68,TRUE,1,"kMeans",2
"152",393,8.6,FALSE,1,"kMeans",2
"153",294,6.37,FALSE,1,"kMeans",2
"154",1101,24.53,TRUE,2,"kMeans",2
"155",834,18.33,FALSE,2,"kMeans",2
"156",707,15.32,FALSE,2,"kMeans",2
"157",778,17.35,TRUE,3,"kMeans",2
"158",629,13.93,FALSE,3,"kMeans",2
"159",305,7.05,FALSE,3,"kMeans",2
"160",1751,36.9,TRUE,4,"kMeans",2
"161",659,14.68,FALSE,4,"kMeans",2
"162",561,12.28,TRUE,5,"kMeans",2
"163",519,11.33,FALSE,5,"kMeans",2
"164",422,9.2,FALSE,5,"kMeans",2
"165",1100,23.87,TRUE,6,"kMeans",2
"166",713,16.23,FALSE,6,"kMeans",2
"167",651,14.58,FALSE,6,"kMeans",2
"168",544,12.13,FALSE,6,"kMeans",2
"169",856,18.95,TRUE,7,"kMeans",2
"170",427,9.2,FALSE,7,"kMeans",2
"171",283,6.13,FALSE,7,"kMeans",2
"172",1244,27.37,TRUE,8,"kMeans",2
"173",788,17.47,FALSE,8,"kMeans",2
"174",711,15.75,FALSE,8,"kMeans",2
"175",538,12.08,FALSE,8,"kMeans",2
"176",693,15.5,TRUE,9,"kMeans",2
"177",262,5.97,FALSE,9,"kMeans",2
"178",99,2.17,FALSE,9,"kMeans",2
"179",1665,36,TRUE,10,"kMeans",2
"180",692,14.43,FALSE,10,"kMeans",2
"181",870,19.1,TRUE,1,"Hier",2
"182",788,17.47,FALSE,1,"Hier",2
"183",711,15.75,FALSE,1,"Hier",2
"184",538,12.08,FALSE,1,"Hier",2
"185",1101,24.53,TRUE,2,"Hier",2
"186",834,18.33,FALSE,2,"Hier",2
"187",707,15.32,FALSE,2,"Hier",2
"188",1171,25.13,TRUE,3,"Hier",2
"189",692,14.43,FALSE,3,"Hier",2
"190",1210,25.98,TRUE,4,"Hier",2
"191",519,11.33,FALSE,4,"Hier",2
"192",422,9.2,FALSE,4,"Hier",2
"193",645,14.3,TRUE,5,"Hier",2
"194",262,5.97,FALSE,5,"Hier",2
"195",99,2.17,FALSE,5,"Hier",2
"196",1298,28.78,TRUE,6,"Hier",2
"197",427,9.2,FALSE,6,"Hier",2
"198",283,6.13,FALSE,6,"Hier",2
"199",636,13.85,TRUE,7,"Hier",2
"200",446,9.62,FALSE,7,"Hier",2
"201",344,7.38,FALSE,7,"Hier",2
"202",1233,25.85,TRUE,8,"Hier",2
"203",984,20.7,FALSE,8,"Hier",2
"204",851,18.25,FALSE,8,"Hier",2
"205",767,16.6,FALSE,8,"Hier",2
"206",659,14.68,FALSE,8,"Hier",2
"207",1133,25.13,TRUE,9,"Hier",2
"208",314,6.98,FALSE,9,"Hier",2
"209",1144,25.88,TRUE,10,"Hier",2
"210",305,7.05,FALSE,10,"Hier",2
"211",870,19.1,TRUE,1,"Fuzzy",2
"212",788,17.47,FALSE,1,"Fuzzy",2
"213",711,15.75,FALSE,1,"Fuzzy",2
"214",538,12.08,FALSE,1,"Fuzzy",2
"215",1101,24.53,TRUE,2,"Fuzzy",2
"216",834,18.33,FALSE,2,"Fuzzy",2
"217",707,15.32,FALSE,2,"Fuzzy",2
"218",1191,25.47,TRUE,3,"Fuzzy",2
"219",712,14.77,FALSE,3,"Fuzzy",2
"220",283,6.13,FALSE,3,"Fuzzy",2
"221",695,15.42,TRUE,4,"Fuzzy",2
"222",629,13.93,FALSE,4,"Fuzzy",2
"223",305,7.05,FALSE,4,"Fuzzy",2
"224",475,10.38,TRUE,5,"Fuzzy",2
"225",422,9.2,FALSE,5,"Fuzzy",2
"226",556,12.38,TRUE,6,"Fuzzy",2
"227",493,10.87,FALSE,6,"Fuzzy",2
"228",449,10.15,TRUE,7,"Fuzzy",2
"229",262,5.97,FALSE,7,"Fuzzy",2
"230",99,2.17,FALSE,7,"Fuzzy",2
"231",543,11.83,TRUE,8,"Fuzzy",2
"232",446,9.62,FALSE,8,"Fuzzy",2
"233",344,7.38,FALSE,8,"Fuzzy",2
"234",1217,26.35,TRUE,9,"Fuzzy",2
"235",964,21.48,FALSE,9,"Fuzzy",2
"236",880,19.83,FALSE,9,"Fuzzy",2
"237",782,18.03,FALSE,9,"Fuzzy",2
"238",544,12.13,FALSE,9,"Fuzzy",2
"239",872,19.72,TRUE,10,"Fuzzy",2
"240",346,7.55,FALSE,10,"Fuzzy",2
"241",543,11.83,TRUE,1,"kNN",3
"242",450,9.57,FALSE,1,"kNN",3
"243",324,7.7,TRUE,2,"kNN",3
"244",319,7.58,FALSE,2,"kNN",3
"245",317,7.53,FALSE,2,"kNN",3
"246",313,7.45,FALSE,2,"kNN",3
"247",307,7.33,FALSE,2,"kNN",3
"248",301,7.2,FALSE,2,"kNN",3
"249",733,16.52,TRUE,3,"kNN",3
"250",718,16.17,FALSE,3,"kNN",3
"251",712,16.03,FALSE,3,"kNN",3
"252",612,13.58,FALSE,3,"kNN",3
"253",369,8.18,FALSE,3,"kNN",3
"254",187,4.48,FALSE,3,"kNN",3
"255",790,16.87,TRUE,4,"kNN",3
"256",656,14.42,FALSE,4,"kNN",3
"257",1019,21.7,TRUE,5,"kNN",3
"258",923,19.82,FALSE,5,"kNN",3
"259",907,19.53,FALSE,5,"kNN",3
"260",427,9.3,FALSE,5,"kNN",3
"261",340,7.28,FALSE,5,"kNN",3
"262",853,18.67,TRUE,6,"kNN",3
"263",584,12.2,FALSE,6,"kNN",3
"264",424,9.08,FALSE,6,"kNN",3
"265",160,3.65,FALSE,6,"kNN",3
"266",1087,23.12,TRUE,7,"kNN",3
"267",939,19.67,FALSE,7,"kNN",3
"268",859,17.73,FALSE,7,"kNN",3
"269",851,17.53,FALSE,7,"kNN",3
"270",541,11.38,FALSE,7,"kNN",3
"271",592,13.03,TRUE,1,"kMeans",3
"272",499,10.77,FALSE,1,"kMeans",3
"273",394,8.08,FALSE,1,"kMeans",3
"274",234,4.97,FALSE,1,"kMeans",3
"275",1293,28.77,TRUE,2,"kMeans",3
"276",859,18.52,FALSE,2,"kMeans",3
"277",717,14.87,FALSE,2,"kMeans",3
"278",542,11.57,FALSE,2,"kMeans",3
"279",369,8.18,FALSE,2,"kMeans",3
"280",187,4.48,FALSE,2,"kMeans",3
"281",1488,33.22,TRUE,3,"kMeans",3
"282",737,15,FALSE,3,"kMeans",3
"283",728,14.8,FALSE,3,"kMeans",3
"284",637,12.87,FALSE,3,"kMeans",3
"285",1194,25.48,TRUE,4,"kMeans",3
"286",319,7.58,FALSE,4,"kMeans",3
"287",317,7.53,FALSE,4,"kMeans",3
"288",313,7.45,FALSE,4,"kMeans",3
"289",307,7.33,FALSE,4,"kMeans",3
"290",301,7.2,FALSE,4,"kMeans",3
"291",160,3.65,FALSE,4,"kMeans",3
"292",1317,28.2,TRUE,5,"kMeans",3
"293",537,12.03,FALSE,5,"kMeans",3
"294",410,9.58,FALSE,5,"kMeans",3
"295",404,9.45,FALSE,5,"kMeans",3
"296",1445,32.22,TRUE,6,"kMeans",3
"297",656,14.42,FALSE,6,"kMeans",3
"298",660,13.42,TRUE,7,"kMeans",3
"299",287,5.65,FALSE,7,"kMeans",3
"300",271,5.37,FALSE,7,"kMeans",3
"301",753,17.2,TRUE,1,"Hier",3
"302",362,8.32,FALSE,1,"Hier",3
"303",187,4.48,FALSE,1,"Hier",3
"304",835,18.67,TRUE,2,"Hier",3
"305",293,5.85,FALSE,2,"Hier",3
"306",281,5.57,FALSE,2,"Hier",3
"307",878,19.73,TRUE,3,"Hier",3
"308",863,19.38,FALSE,3,"Hier",3
"309",857,19.25,FALSE,3,"Hier",3
"310",757,16.8,FALSE,3,"Hier",3
"311",656,14.42,FALSE,3,"Hier",3
"312",1274,27.32,TRUE,4,"Hier",3
"313",828,17.22,FALSE,4,"Hier",3
"314",629,13.57,FALSE,4,"Hier",3
"315",542,11.55,FALSE,4,"Hier",3
"316",369,8.17,FALSE,4,"Hier",3
"317",955,19.12,TRUE,5,"Hier",3
"318",594,12.25,FALSE,5,"Hier",3
"319",444,9.57,FALSE,5,"Hier",3
"320",234,4.97,FALSE,5,"Hier",3
"321",1433,31.73,TRUE,6,"Hier",3
"322",766,15.8,FALSE,6,"Hier",3
"323",686,13.87,FALSE,6,"Hier",3
"324",678,13.67,FALSE,6,"Hier",3
"325",1193,24.87,TRUE,7,"Hier",3
"326",319,7.58,FALSE,7,"Hier",3
"327",317,7.53,FALSE,7,"Hier",3
"328",313,7.45,FALSE,7,"Hier",3
"329",307,7.33,FALSE,7,"Hier",3
"330",301,7.2,FALSE,7,"Hier",3
"331",592,13.03,TRUE,1,"Fuzzy",3
"332",499,10.77,FALSE,1,"Fuzzy",3
"333",394,8.08,FALSE,1,"Fuzzy",3
"334",234,4.97,FALSE,1,"Fuzzy",3
"335",324,7.7,TRUE,2,"Fuzzy",3
"336",319,7.58,FALSE,2,"Fuzzy",3
"337",317,7.53,FALSE,2,"Fuzzy",3
"338",313,7.45,FALSE,2,"Fuzzy",3
"339",307,7.33,FALSE,2,"Fuzzy",3
"340",301,7.2,FALSE,2,"Fuzzy",3
"341",160,3.65,FALSE,2,"Fuzzy",3
"342",658,14.97,TRUE,3,"Fuzzy",3
"343",643,14.62,FALSE,3,"Fuzzy",3
"344",637,14.48,FALSE,3,"Fuzzy",3
"345",537,12.03,FALSE,3,"Fuzzy",3
"346",790,16.87,TRUE,4,"Fuzzy",3
"347",656,14.42,FALSE,4,"Fuzzy",3
"348",383,7.53,TRUE,5,"Fuzzy",3
"349",287,5.65,FALSE,5,"Fuzzy",3
"350",271,5.37,FALSE,5,"Fuzzy",3
"351",1377,30.3,TRUE,6,"Fuzzy",3
"352",859,18.52,FALSE,6,"Fuzzy",3
"353",717,14.87,FALSE,6,"Fuzzy",3
"354",542,11.57,FALSE,6,"Fuzzy",3
"355",369,8.18,FALSE,6,"Fuzzy",3
"356",187,4.48,FALSE,6,"Fuzzy",3
"357",845,17.65,TRUE,7,"Fuzzy",3
"358",737,15,FALSE,7,"Fuzzy",3
"359",728,14.8,FALSE,7,"Fuzzy",3
"360",637,12.87,FALSE,7,"Fuzzy",3
"361",1716,38.13,TRUE,1,"kNN",4
"362",1691,37.62,FALSE,1,"kNN",4
"363",1504,33.53,FALSE,1,"kNN",4
"364",1193,26.2,FALSE,1,"kNN",4
"365",1125,24.72,FALSE,1,"kNN",4
"366",1011,21.95,FALSE,1,"kNN",4
"367",707,15.18,FALSE,1,"kNN",4
"368",542,11.53,FALSE,1,"kNN",4
"369",447,9.45,FALSE,1,"kNN",4
"370",443,10.27,TRUE,2,"kNN",4
"371",874,19.48,TRUE,3,"kNN",4
"372",828,18.37,FALSE,3,"kNN",4
"373",701,15.37,FALSE,3,"kNN",4
"374",326,7.28,FALSE,3,"kNN",4
"375",258,5.78,FALSE,3,"kNN",4
"376",1949,43.87,TRUE,4,"kNN",4
"377",1479,33.23,FALSE,4,"kNN",4
"378",1459,32.78,FALSE,4,"kNN",4
"379",1456,32.7,FALSE,4,"kNN",4
"380",1084,24.58,FALSE,4,"kNN",4
"381",719,17,FALSE,4,"kNN",4
"382",352,8.32,FALSE,4,"kNN",4
"383",2687,53.8,TRUE,5,"kNN",4
"384",2613,52.1,FALSE,5,"kNN",4
"385",2124,40.97,FALSE,5,"kNN",4
"386",1879,35.5,FALSE,5,"kNN",4
"387",2150,41.52,TRUE,6,"kNN",4
"388",2010,38.37,FALSE,6,"kNN",4
"389",1908,36.02,FALSE,6,"kNN",4
"390",900,18.55,TRUE,7,"kNN",4
"391",1871,40.97,TRUE,1,"kMeans",4
"392",845,18.7,FALSE,1,"kMeans",4
"393",825,18.25,FALSE,1,"kMeans",4
"394",822,18.17,FALSE,1,"kMeans",4
"395",436,9.75,FALSE,1,"kMeans",4
"396",4129,86.93,TRUE,2,"kMeans",4
"397",2236,43.38,FALSE,2,"kMeans",4
"398",1908,36.02,FALSE,2,"kMeans",4
"399",1276,28.2,TRUE,3,"kMeans",4
"400",636,14.88,FALSE,3,"kMeans",4
"401",1124,25.25,TRUE,4,"kMeans",4
"402",938,21.22,FALSE,4,"kMeans",4
"403",680,15.27,FALSE,4,"kMeans",4
"404",615,13.77,FALSE,4,"kMeans",4
"405",388,8.68,FALSE,4,"kMeans",4
"406",261,5.68,FALSE,4,"kMeans",4
"407",2555,50.75,TRUE,5,"kMeans",4
"408",2481,49.05,FALSE,5,"kMeans",4
"409",1992,37.92,FALSE,5,"kMeans",4
"410",1944,36.82,TRUE,6,"kMeans",4
"411",1804,33.67,FALSE,6,"kMeans",4
"412",2189,47.48,TRUE,7,"kMeans",4
"413",1634,36.13,FALSE,7,"kMeans",4
"414",1543,34.05,FALSE,7,"kMeans",4
"415",1378,30.4,FALSE,7,"kMeans",4
"416",1080,23.63,FALSE,7,"kMeans",4
"417",952,20.87,FALSE,7,"kMeans",4
"418",883,19.38,FALSE,7,"kMeans",4
"419",733,16.15,FALSE,7,"kMeans",4
"420",546,12.07,FALSE,7,"kMeans",4
"421",1682,37.03,TRUE,1,"Hier",4
"422",678,15.3,FALSE,1,"Hier",4
"423",675,15.22,FALSE,1,"Hier",4
"424",656,14.77,FALSE,1,"Hier",4
"425",1986,44.15,TRUE,2,"Hier",4
"426",1215,26.63,FALSE,2,"Hier",4
"427",1124,24.55,FALSE,2,"Hier",4
"428",959,20.9,FALSE,2,"Hier",4
"429",661,14.13,FALSE,2,"Hier",4
"430",533,11.37,FALSE,2,"Hier",4
"431",464,9.88,FALSE,2,"Hier",4
"432",1261,27.98,TRUE,3,"Hier",4
"433",637,14.03,FALSE,3,"Hier",4
"434",465,9.95,FALSE,3,"Hier",4
"435",1046,23.37,TRUE,4,"Hier",4
"436",636,14.88,FALSE,4,"Hier",4
"437",2821,56.53,TRUE,5,"Hier",4
"438",700,15.77,FALSE,5,"Hier",4
"439",632,14.27,FALSE,5,"Hier",4
"440",352,8.32,FALSE,5,"Hier",4
"441",2775,55.83,TRUE,6,"Hier",4
"442",2613,52.1,FALSE,6,"Hier",4
"443",2309,45.22,FALSE,6,"Hier",4
"444",2207,42.87,FALSE,6,"Hier",4
"445",2124,40.97,FALSE,6,"Hier",4
"446",1879,35.5,FALSE,6,"Hier",4
"447",1646,35.18,TRUE,7,"Hier",4
"448",669,15.05,FALSE,7,"Hier",4
"449",260,5.68,FALSE,7,"Hier",4
"450",116,2.68,FALSE,7,"Hier",4
"451",962,21.1,TRUE,1,"Fuzzy",4
"452",843,18.38,FALSE,1,"Fuzzy",4
"453",775,16.9,FALSE,1,"Fuzzy",4
"454",661,14.13,FALSE,1,"Fuzzy",4
"455",1274,28.82,TRUE,2,"Fuzzy",4
"456",938,21.22,FALSE,2,"Fuzzy",4
"457",680,15.27,FALSE,2,"Fuzzy",4
"458",615,13.77,FALSE,2,"Fuzzy",4
"459",388,8.68,FALSE,2,"Fuzzy",4
"460",261,5.68,FALSE,2,"Fuzzy",4
"461",1276,28.2,TRUE,3,"Fuzzy",4
"462",636,14.88,FALSE,3,"Fuzzy",4
"463",1315,29.33,TRUE,4,"Fuzzy",4
"464",1054,23.72,FALSE,4,"Fuzzy",4
"465",678,15.3,FALSE,4,"Fuzzy",4
"466",675,15.22,FALSE,4,"Fuzzy",4
"467",656,14.77,FALSE,4,"Fuzzy",4
"468",2687,53.8,TRUE,5,"Fuzzy",4
"469",2613,52.1,FALSE,5,"Fuzzy",4
"470",2207,42.87,FALSE,5,"Fuzzy",4
"471",2124,40.97,FALSE,5,"Fuzzy",4
"472",1879,35.5,FALSE,5,"Fuzzy",4
"473",1944,36.82,TRUE,6,"Fuzzy",4
"474",1804,33.67,FALSE,6,"Fuzzy",4
"475",1860,39.72,TRUE,7,"Fuzzy",4
"476",1311,28.48,FALSE,7,"Fuzzy",4
"477",1146,24.83,FALSE,7,"Fuzzy",4
"478",1051,22.75,FALSE,7,"Fuzzy",4
"479",637,14.03,FALSE,7,"Fuzzy",4
"480",465,9.95,FALSE,7,"Fuzzy",4
"481",1226,27.37,TRUE,1,"kNN",5
"482",965,22.05,FALSE,1,"kNN",5
"483",753,16.65,FALSE,1,"kNN",5
"484",651,14.48,FALSE,1,"kNN",5
"485",651,14.48,FALSE,1,"kNN",5
"486",2214,49.33,TRUE,2,"kNN",5
"487",2207,49.18,FALSE,2,"kNN",5
"488",1788,39.58,FALSE,2,"kNN",5
"489",1501,33.85,FALSE,2,"kNN",5
"490",1372,30.92,FALSE,2,"kNN",5
"491",1209,26.88,FALSE,2,"kNN",5
"492",736,15.87,TRUE,3,"kNN",5
"493",1139,24.72,TRUE,4,"kNN",5
"494",1131,24.53,FALSE,4,"kNN",5
"495",847,18.37,FALSE,4,"kNN",5
"496",550,11.55,FALSE,4,"kNN",5
"497",1790,38.12,TRUE,5,"kNN",5
"498",1357,29.83,FALSE,5,"kNN",5
"499",965,21.05,FALSE,5,"kNN",5
"500",664,14.2,FALSE,5,"kNN",5
"501",502,10.5,FALSE,5,"kNN",5
"502",762,17.17,TRUE,6,"kNN",5
"503",715,16.13,FALSE,6,"kNN",5
"504",513,11.57,FALSE,6,"kNN",5
"505",2055,44.15,TRUE,7,"kNN",5
"506",1542,34.47,FALSE,7,"kNN",5
"507",1289,28.52,FALSE,7,"kNN",5
"508",950,20.7,FALSE,7,"kNN",5
"509",438,9.5,FALSE,7,"kNN",5
"510",338,7.2,FALSE,7,"kNN",5
"511",1268,27.88,TRUE,1,"kMeans",5
"512",719,16.08,FALSE,1,"kMeans",5
"513",509,11.52,FALSE,1,"kMeans",5
"514",376,8.57,FALSE,1,"kMeans",5
"515",1415,31.73,TRUE,2,"kMeans",5
"516",1408,31.58,FALSE,2,"kMeans",5
"517",989,22.42,FALSE,2,"kMeans",5
"518",778,17.02,FALSE,2,"kMeans",5
"519",651,14.48,FALSE,2,"kMeans",5
"520",651,14.48,FALSE,2,"kMeans",5
"521",830,18.1,TRUE,3,"kMeans",5
"522",629,13.73,FALSE,3,"kMeans",5
"523",437,9.47,FALSE,3,"kMeans",5
"524",335,7.17,FALSE,3,"kMeans",5
"525",826,17.85,TRUE,4,"kMeans",5
"526",818,17.67,FALSE,4,"kMeans",5
"527",1762,36.95,TRUE,5,"kMeans",5
"528",1329,28.67,FALSE,5,"kMeans",5
"529",802,17.68,FALSE,5,"kMeans",5
"530",493,11.73,FALSE,5,"kMeans",5
"531",1828,40.03,TRUE,6,"kMeans",5
"532",824,17.93,FALSE,6,"kMeans",5
"533",773,16.73,FALSE,6,"kMeans",5
"534",662,14.22,FALSE,6,"kMeans",5
"535",420,9,FALSE,6,"kMeans",5
"536",3179,69.93,TRUE,7,"kMeans",5
"537",1762,39.55,FALSE,7,"kMeans",5
"538",1633,36.62,FALSE,7,"kMeans",5
"539",1445,32.15,FALSE,7,"kMeans",5
"540",1209,26.88,FALSE,7,"kMeans",5
"541",1226,27.37,TRUE,1,"Hier",5
"542",965,22.05,FALSE,1,"Hier",5
"543",753,16.65,FALSE,1,"Hier",5
"544",651,14.48,FALSE,1,"Hier",5
"545",651,14.48,FALSE,1,"Hier",5
"546",2214,49.33,TRUE,2,"Hier",5
"547",1788,39.58,FALSE,2,"Hier",5
"548",1501,33.85,FALSE,2,"Hier",5
"549",1372,30.92,FALSE,2,"Hier",5
"550",1209,26.88,FALSE,2,"Hier",5
"551",1494,32.65,TRUE,3,"Hier",5
"552",1188,26.38,FALSE,3,"Hier",5
"553",818,17.67,FALSE,3,"Hier",5
"554",1777,39.33,TRUE,4,"Hier",5
"555",1501,33.35,FALSE,4,"Hier",5
"556",1148,25.32,FALSE,4,"Hier",5
"557",1095,24.1,FALSE,4,"Hier",5
"558",968,21.25,FALSE,4,"Hier",5
"559",726,16.03,FALSE,4,"Hier",5
"560",437,9.47,FALSE,4,"Hier",5
"561",335,7.17,FALSE,4,"Hier",5
"562",1531,32.25,TRUE,5,"Hier",5
"563",802,17.68,FALSE,5,"Hier",5
"564",493,11.73,FALSE,5,"Hier",5
"565",1639,34.17,TRUE,6,"Hier",5
"566",612,13.22,FALSE,6,"Hier",5
"567",910,20.57,TRUE,7,"Hier",5
"568",719,16.08,FALSE,7,"Hier",5
"569",509,11.52,FALSE,7,"Hier",5
"570",376,8.57,FALSE,7,"Hier",5
"571",1752,38.7,TRUE,1,"Fuzzy",5
"572",1408,31.58,FALSE,1,"Fuzzy",5
"573",989,22.42,FALSE,1,"Fuzzy",5
"574",778,17.02,FALSE,1,"Fuzzy",5
"575",651,14.48,FALSE,1,"Fuzzy",5
"576",651,14.48,FALSE,1,"Fuzzy",5
"577",2214,49.33,TRUE,2,"Fuzzy",5
